MetaFemina new-study exclusion ledger
=======================================
PMID | Published date | Screen | Code | Exposure | Cancer | Reason
42270494 | 2026-07-01 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid serves as a nanoparticle-targeting functionalization for breast cancer therapy rather than as a nutritional exposure associated with risk.
42271577 | 2026-06-01 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine-related metabolite changes are examined as diagnostic features in women with existing breast cancer rather than as prospective risk exposures.
42271577 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Urinary ribose is evaluated as a diagnostic metabolomic feature of existing breast cancer, not as an exposure associated with incidence.
42272400 | 2026-06-11 | first | S1-NOT-DIRECT | Iodine | Uterine cancer | Iodine appears only in the name of a thyroid cancer indication within a lenvatinib treatment study and is unrelated to uterine cancer incidence.
42274606 | 2026-05-31 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium appears only in the description of annexin A6 as a calcium-dependent protein in a breast cancer cell mechanism study, not as a nutritional exposure related to breast cancer incidence.
42274886 | 2026-06-11 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium supplementation is incidental to treatment of bone loss in women who already have breast cancer, with no breast cancer incidence question.
42274886 | 2026-06-11 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D supplementation is incidental to treatment of bone loss in women who already have breast cancer, with no breast cancer incidence question.
42275365 | 2026 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used as a nanoparticle drug carrier for treating breast cancer cells rather than studied as an exposure affecting breast cancer incidence.
42276398 | 2026-06-11 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | Glutamine metabolism is examined as a driver of treatment resistance in established triple-negative breast cancer, not as an incidence exposure.
42276408 | 2026-06-12 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is a functional component of a breast cancer imaging and treatment nanoprobe, not a nutritional exposure linked to incidence.
42277287 | 2026-06-11 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | The study evaluates alcohol in relation to stromal-marker expression in benign breast tissue rather than incident breast cancer or breast cancer risk.
42278466 | 2026-05-29 | first | S1-NOT-DIRECT | Resveratrol | Uterine cancer | Resveratrol is assessed only as a potential combination anticancer treatment in cervical cancer cells, with no uterine cancer incidence question.
42279310 | 2026-05-25 | first | S1-NOT-DIRECT | Alcohol | Ovarian cancer | Alcohol refers to isopropyl alcohol used for surgical skin antisepsis in patients with ovarian cancer, not alcohol consumption or ovarian cancer incidence.
42279310 | 2026-05-25 | first | S1-NOT-DIRECT | Iodine | Ovarian cancer | Iodine refers to povidone-iodine used for surgical skin preparation in patients with ovarian cancer, not nutritional iodine exposure or ovarian cancer incidence.
42280462 | 2026-06-04 | second | S2-REVIEW | Soy | Breast cancer | This article narratively reviews animal, observational, and trial evidence concerning early-life soy intake rather than reporting a new original human incidence study.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is present only in therapeutic iron oxide nanoparticles for BRCA-deficient tumors, with no breast cancer incidence question.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron is present only in therapeutic iron oxide nanoparticles for BRCA-deficient tumors, with no ovarian cancer incidence question.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is used as an active component of a therapeutic nanoplatform for established BRCA-mutant cancer cells rather than evaluated for breast cancer incidence.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Quercetin | Ovarian cancer | Quercetin is used as an active component of a therapeutic nanoplatform for established BRCA-mutant cancer cells rather than evaluated for ovarian cancer incidence.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within the name of poly(ADP-ribose) polymerase in a cancer-treatment study and is not a nutritional exposure.
42280526 | 2026-05-26 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name of poly(ADP-ribose) polymerase in a cancer-treatment study and is not a nutritional exposure.
42281236 | 2026-06-11 | first | S1-NOT-DIRECT | Ribose | Breast cancer | The article concerns an adverse effect of olaparib treatment in a patient with existing breast cancer and does not study ribose exposure or cancer incidence.
42283186 | 2026-06-09 | second | S2-REVIEW | Berberine | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human berberine-incidence study.
42283186 | 2026-06-09 | second | S2-REVIEW | Green tea | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human green-tea incidence study.
42283186 | 2026-06-09 | second | S2-REVIEW | Lycopene | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human lycopene-incidence study.
42283186 | 2026-06-09 | second | S2-REVIEW | Quercetin | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human quercetin-incidence study.
42283186 | 2026-06-09 | second | S2-REVIEW | Resveratrol | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human resveratrol-incidence study.
42283186 | 2026-06-09 | second | S2-REVIEW | Tea | Breast cancer | This publication reviews natural products for breast cancer treatment and prevention and does not report an original human tea-incidence study.
42283711 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within poly(ADP-ribose) polymerase inhibitors used to treat breast cancer and is not evaluated as an exposure affecting incidence.
42283711 | 2026-06-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within poly(ADP-ribose) polymerase inhibitors used to treat ovarian cancer and is not evaluated as an exposure affecting incidence.
42283990 | 2026-06-12 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is an enzyme substrate in a biotransformation study, while the reported breast cancer cell activity concerns methylated fisetin and not cancer incidence.
42283990 | 2026-06-12 | first | S1-NOT-DIRECT | S-adenosyl-L-methionine | Breast cancer | S-adenosyl-L-methionine is mentioned only as an enzyme-binding methyl donor and is not studied as an exposure affecting breast cancer incidence.
42284881 | 2026-06-06 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron is measured as part of treatment-induced ferroptosis in established breast carcinoma cells, with no incidence or risk analysis.
42287777 | 2026-06-13 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | The study evaluates vitamin D deficiency in relation to mortality and metastasis among patients already diagnosed with breast cancer, not breast cancer incidence.
42287818 | 2026-05-26 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose occurs only in the name poly(ADP-ribose) polymerase 1 and is not studied as a nutritional breast cancer exposure.
42287952 | 2026-06-05 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only in the term poly ADP-ribose polymerase inhibitor and is not evaluated as an exposure related to breast cancer incidence.
42289710 | 2026-06-14 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide is a macrophage response involved in the antitumor mechanism of therapeutic nanoparticles, not an exposure studied for breast cancer incidence.
42290554 | 2026-06-14 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is mentioned through the calcium-sensing receptor and calcium-dependent signaling, not as a nutritional calcium exposure associated with breast cancer incidence.
42291097 | 2026 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium influx is only a mechanistic assay in a study of GABA-driven breast cancer progression, not a nutritional calcium and incidence question.
42291126 | 2026-06-01 | first | S1-NOT-DIRECT | Leucine | Breast cancer | Leucine appears only within the protein name leucine-rich repeat-containing receptor 4, making this a lexical false match.
42292175 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | This ovarian cancer therapy study concerns a DNA nanodevice and does not evaluate ribose exposure or cancer incidence.
42292230 | 2026 | second | S2-GENETIC-FOCUS | Vitamin D | Breast cancer | The case-control study evaluated vitamin D-pathway gene polymorphisms rather than population-wide dietary or circulating vitamin D exposure.
42292442 | 2026 | first | S1-NOT-DIRECT | Probiotics | Breast cancer | Probiotics are mentioned only as an experimental microbiota-targeted treatment strategy in a review of breast cancer metastasis.
42292465 | 2026 | first | S1-NOT-DIRECT | Creatine | Uterine cancer | Creatine appears only as creatine kinase measured during a treatment-related adverse event in a cervical cancer patient.
42292805 | 2026 | first | S1-NOT-DIRECT | Berberine | Breast cancer | This study evaluates berberine as a treatment against established triple-negative breast cancer cells rather than breast cancer incidence.
42293276 | 2026 | first | S1-NOT-DIRECT | Gelatin | Breast cancer | Gelatin is merely part of the gelatin zymography assay and is not studied as a breast cancer risk exposure.
42293279 | 2026 | first | S1-NOT-DIRECT | Boron | Breast cancer | Boron is incorporated into experimental curcumin-derived anticancer compounds tested against established breast cancer cells, with no incidence question.
42293377 | 2026-06-01 | first | S1-NOT-DIRECT | Phosphorus | Breast cancer | Black phosphorus is used as a therapeutic nanomaterial for established triple-negative breast cancer rather than as a nutritional risk exposure.
42294912 | 2026-07-08 | first | S1-NOT-DIRECT | Lactobacillus | Uterine cancer | The study examines intratumoral Lactobacillus iners in existing cervical cancer and its effects on progression, not incident cancer risk from Lactobacillus exposure.
42295119 | 2026-07-06 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a component of a therapeutic hydrogel used to treat established breast tumors, not an incidence-related exposure.
42296694 | 2026-06-15 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose appears only within the name poly-ADP-ribose-polymerase inhibitor in an ovarian cancer maintenance-treatment and survival study.
42297143 | 2026-07-01 | second | S2-REVIEW | Dairy | Breast cancer | This is a narrative review and hypothesis-generating framework rather than an original human study.
42298569 | 2026-06-15 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium ions are loaded into a therapeutic nanoparticle designed to kill established breast cancer cells, with no incidence question.
42298569 | 2026-06-15 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc ions are loaded into a therapeutic nanoparticle designed to kill established breast cancer cells, with no incidence question.
42299272 | 2026-05-31 | second | S2-WRONG-OUTCOME | Red meat | Breast cancer | Red-meat exposure was evaluated as an ecological predictor of breast-cancer-related DALYs rather than incident breast cancer.
42300311 | 2026-06-10 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron is discussed as part of ferroptosis mechanisms in ovarian cancer progression and treatment resistance rather than as an incidence-related nutritional exposure.
42300318 | 2026-06-10 | first | S1-NOT-DIRECT | Iron | Breast cancer | An iron-polysaccharide complex is tested for therapeutic cytotoxicity against established breast cancer cells, not breast cancer incidence.
42301532 | 2026-06-16 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron availability is mentioned mechanistically in a review of breast cancer metastasis and treatment resistance, without an incident-cancer question.
42302848 | 2026-05-12 | first | S1-NOT-DIRECT | Iodine | Breast cancer | The study is explicitly limited to iodine levels and survival among women already diagnosed with breast cancer.
42302848 | 2026-05-12 | first | S1-NOT-DIRECT | Selenium | Breast cancer | The study is explicitly limited to selenium levels and survival among women already diagnosed with breast cancer.
42303024 | 2026-07-01 | first | S1-NOT-DIRECT | Vitamin E | Breast cancer | Vitamin E is incorporated into a therapeutic hydrogel for breast cancer immunotherapy, with no incident breast cancer risk question.
42303705 | 2026-06-16 | first | S1-NOT-DIRECT | Berberine | Breast cancer | Berberine is only identified as a phytochemical marker in an extract evaluated for breast cancer cell cytotoxicity, not as an incident cancer exposure.
42303705 | 2026-06-16 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is only identified as a phytochemical marker in an extract evaluated for breast cancer cell cytotoxicity, not as an incident cancer exposure.
42304465 | 2026-06-01 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | The study includes only patients already diagnosed with breast cancer and examines predictors of their prior alcohol intake rather than alcohol-associated breast cancer incidence.
42304927 | 2026-06-12 | first | S1-NOT-DIRECT | Iron | Breast cancer | Intracellular iron is measured in a mechanistic study of ferroptosis and breast cancer progression, not as a nutritional exposure associated with incidence.
42305218 | 2026-06-11 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidant-based compounds are evaluated as cytotoxic treatments in breast cancer cells rather than as exposures associated with breast cancer incidence.
42305218 | 2026-06-11 | first | S1-NOT-DIRECT | Copper | Breast cancer | Copper is a component of experimental anticancer compounds tested against breast cancer cells, with no incidence or risk analysis.
42305352 | 2026-06-10 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium signaling is manipulated mechanistically by a nanotherapy in established breast tumors, not studied as a nutritional incidence exposure.
42305524 | 2026-05-30 | second | S2-WRONG-OUTCOME | Lutein | Breast cancer | The cross-sectional analysis assessed self-reported prevalent breast cancer status and cannot estimate incident breast cancer.
42305524 | 2026-05-30 | second | S2-WRONG-OUTCOME | Lycopene | Breast cancer | The cross-sectional analysis assessed self-reported prevalent breast cancer status and cannot estimate incident breast cancer.
42305524 | 2026-05-30 | second | S2-WRONG-OUTCOME | Vitamin C | Breast cancer | The cross-sectional analysis assessed self-reported prevalent breast cancer status and cannot estimate incident breast cancer.
42305903 | 2026-06-01 | first | S1-NOT-DIRECT | Calcium | Uterine cancer | Hypercalcemia is described as a paraneoplastic consequence tracking advanced endometrial cancer burden, not as a calcium exposure related to cancer incidence.
42306575 | 2026-06-01 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Antioxidants are tested for therapeutic effects on established breast cancer cells, with no incident breast cancer question.
42306575 | 2026-06-01 | first | S1-NOT-DIRECT | Pomegranate | Breast cancer | Pomegranate seed extract is tested as an experimental treatment in established breast cancer cells rather than as an exposure associated with incidence.
42306630 | 2026-06-01 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used as a hydrogel drug-delivery material for breast cancer phototherapy, not studied as a nutritional risk exposure.
42306842 | 2026-06-17 | first | S1-NOT-DIRECT | Antioxidants | Breast cancer | Tumor antioxidants are discussed only as barriers to experimental breast cancer therapy, without an incidence or risk question.
42306842 | 2026-06-17 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron ions are components of an experimental reactive-oxygen-generating breast cancer treatment platform, not an incidence exposure.
42307418 | 2026-06-18 | first | S1-NOT-DIRECT | Iron | Breast cancer | Iron overload is a transfusion-related condition in a patient with previously treated metastatic breast cancer, not a breast cancer incidence exposure.
42308164 | 2026-04-01 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The match arises from the drug-class name poly(ADP-ribose) polymerase inhibitors and does not study dietary ribose or ovarian cancer incidence.
42309590 | 2026-06-01 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Nano-chitosan is evaluated for cytotoxic activity against established breast cancer cells, not for association with breast cancer incidence.
42310133 | 2026-06-18 | first | S1-NOT-DIRECT | Zinc | Breast cancer | ZINC refers to a computational compound library rather than nutritional zinc exposure, and the study concerns therapeutic molecular docking.
42310188 | 2026-06-17 | first | S1-NOT-DIRECT | Choline | Breast cancer | Choline appears as a constituent of an ionic-liquid drug formulation for localized breast cancer therapy, not as an incidence-related exposure.
42310356 | 2026-06-17 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate is measured in postoperative wound fluid after breast cancer treatment, with no incident breast cancer risk question.
42311244 | 2026 | first | S1-NOT-DIRECT | Zinc | Ovarian cancer | Zinc appears only in the term zinc finger transcription factor, not as a nutritional exposure associated with ovarian cancer incidence.
42311253 | 2026 | first | S1-NOT-DIRECT | Dairy | Breast cancer | Dairy consumption is assessed among women already diagnosed with breast cancer in relation to BMI and health behaviors, not breast cancer incidence.
42312163 | 2026-06-12 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Lysosomal iron metabolism is investigated as a ferroptosis mechanism in drug-resistant ovarian cancer treatment, not as an incidence-related exposure.
42312163 | 2026-06-12 | first | S1-NOT-DIRECT | Nitric oxide | Ovarian cancer | A nitric oxide donor is evaluated as an experimental therapy for established drug-resistant ovarian cancer, with no incidence question.
42312195 | 2026-05-30 | first | S1-NOT-DIRECT | Chondroitin | Breast cancer | The article studies CHPF gene expression as a predictor of breast cancer immunotherapy response, not nutritional chondroitin exposure and breast cancer incidence.
42313678 | 2026-07-06 | first | S1-NOT-DIRECT | Manganese | Breast cancer | Manganese is a component of an experimental therapeutic framework tested against existing breast cancer cells, with no incidence or risk question.
42315993 | 2026-06-26 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol appears only in the chemical term propargyl alcohol during synthesis, not as a nutritional exposure associated with breast cancer risk.
42316437 | 2026-06-18 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used as a drug-delivery material for treating breast cancer cells rather than studied as an exposure affecting breast cancer incidence.
42316840 | 2026-06-01 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | The study examines alcohol use among existing breast cancer survivors with treatment-related pain and does not assess incident breast cancer risk.
42317123 | 2026-06-10 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The article concerns hereditary breast and ovarian cancer clinical practices, while ribose is not studied as an exposure.
42318603 | 2026-05-01 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D levels are evaluated only among patients already diagnosed with breast cancer for tumor characteristics and prognosis, not cancer incidence.
42318797 | 2026-06-19 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | The review discusses iron-dependent ferroptosis mechanisms in ovarian cancer and other gynecological diseases without an iron exposure–incidence question.
42318797 | 2026-06-19 | first | S1-NOT-DIRECT | Iron | Uterine cancer | The review discusses iron-dependent ferroptosis mechanisms in endometrial disease and cancer without evaluating iron exposure and uterine cancer incidence.
42319734 | 2026-06-19 | first | S1-NOT-DIRECT | Iron | Breast cancer | Intracellular iron is measured as part of a drug-induced ferroptosis mechanism in breast cancer cells, not as a nutritional exposure associated with incidence.
42320249 | 2026-06-19 | first | S1-NOT-DIRECT | Tea | Breast cancer | The study evaluates a black-tea polyphenol as a treatment in established breast cancer cells, not tea exposure and breast cancer incidence.
42320365 | 2026-06-19 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate appears only as part of a metabolic pathway in a therapeutic breast cancer cell study and is not evaluated as a nutritional risk exposure.
42321761 | 2026-06-19 | first | S1-NOT-DIRECT | Choline | Breast cancer | Choline metabolism is assessed as a consequence of radiotherapy in mice bearing breast tumors, not as an exposure affecting breast cancer incidence.
42321780 | 2026-06-19 | first | S1-NOT-DIRECT | Ginger | Ovarian cancer | Ginger exosomes are components of an experimental ovarian cancer drug-delivery system, not a dietary exposure evaluated for cancer risk.
42322195 | 2026-06-28 | first | S1-NOT-DIRECT | Phosphorus | Breast cancer | Phosphorus appears as black phosphorus nanomaterial for breast cancer treatment rather than as a nutritional exposure associated with incidence.
42322357 | 2026-06-20 | first | S1-NOT-DIRECT | Iron | Breast cancer | The review concerns iron-dependent ferroptosis as a therapeutic mechanism in established breast cancer, not dietary or biomarker iron in relation to incidence.
42322786 | 2026-06-17 | first | S1-NOT-DIRECT | Ribose | Breast cancer | The article studies PARP15 inhibitors for BRCA-mutated breast cancer, and the lexical BRCA reference does not represent ribose exposure.
42323029 | 2026-06-20 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is used as the shell of therapeutic nanoparticles tested against existing triple-negative breast cancer, with no incidence question.
42323326 | 2026-06-20 | first | S1-NOT-DIRECT | Choline | Ovarian cancer | The study examines endogenous choline metabolism as a driver and therapeutic target of metastasis in established ovarian cancer, not incident cancer risk from choline exposure.
42323345 | 2026-06-20 | first | S1-NOT-DIRECT | Glutamine | Breast cancer | The article investigates endogenous glutamine metabolic reprogramming, prognosis, and therapeutic targets in established triple-negative breast cancer rather than incidence associated with glutamine exposure.
42323795 | 2026-06-21 | first | S1-NOT-DIRECT | Iron | Uterine cancer | Iron appears only in a ferroptosis mechanism study of cervical intraepithelial neoplasia, not as a nutritional exposure associated with incident uterine cancer.
42323936 | 2026-06-20 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is evaluated computationally as a potential breast cancer therapy, with no breast cancer incidence or risk question.
42324332 | 2026-06-21 | first | S1-NOT-DIRECT | Chitosan | Uterine cancer | Chitosan is used in a drug-delivery formulation tested against cervical cancer cells, not studied as an exposure associated with uterine cancer incidence.
42325518 | 2026 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D trajectories are studied only as prognostic markers among patients with established breast cancer.
42325926 | 2026-06-11 | first | S1-NOT-DIRECT | Ribose | Breast cancer | The article studies RTA-408 treatment in established breast cancer cells and does not assess ribose exposure or cancer incidence.
42326105 | 2026-05-01 | first | S1-NOT-DIRECT | Creatine | Breast cancer | Creatine appears only within creatine phosphokinase measurements in a case of paraneoplastic myositis, not as a breast cancer risk exposure.
42326332 | 2026 | first | S1-NOT-DIRECT | Calcium | Ovarian cancer | Serum calcium is used to predict fatigue among existing ovarian cancer patients rather than ovarian cancer incidence.
42326509 | 2026-06-09 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium responsiveness is an incidental cellular signaling measurement in a breast cancer mechanism study, not a nutritional risk exposure.
42327066 | 2026-06-10 | first | S1-NOT-DIRECT | Copper | Uterine cancer | Copper oxide nanoparticles are tested as antineoplastic treatment agents in uterine cancer cell lines, with no incidence question.
42327076 | 2026-06-08 | first | S1-NOT-DIRECT | Nitric oxide | Breast cancer | Nitric oxide is investigated mechanistically in breast cancer metastasis rather than as an exposure associated with incident breast cancer.
42327457 | 2026-06-01 | second | S2-REVIEW | Caffeine | Breast cancer | This publication is a systematic review and meta-analysis of cohort studies rather than an original human study.
42327581 | 2026 | first | S1-NOT-DIRECT | Calcium | Breast cancer | The review concerns calcium-channel genetics and signaling in established cancers, not calcium exposure and breast cancer incidence.
42327949 | 2026-07-01 | first | S1-NOT-DIRECT | Quercetin | Breast cancer | Quercetin is tested for therapeutic effects in breast cancer cell lines rather than for association with breast cancer incidence.
42331879 | 2026-06-22 | first | S1-NOT-DIRECT | Chitosan | Breast cancer | Chitosan is a component of a nanofiber membrane tested for cytotoxicity against breast cancer cells, not an incident-cancer exposure.
42331879 | 2026-06-22 | first | S1-NOT-DIRECT | Fluoride | Breast cancer | Fluoride is only lexically present in polyvinylidene fluoride, a membrane material, and is not studied as a breast cancer risk exposure.
42332073 | 2026-06-22 | first | S1-NOT-DIRECT | Iodine | Breast cancer | Iodine uptake is assessed as a diagnostic imaging and tumor-subtyping marker in women with diagnosed breast cancer, not as an incidence exposure.
42332450 | 2026-06-19 | second | S2-WRONG-OUTCOME | Molybdenum | Uterine cancer | The NHANES component was cross-sectional and identified molybdenum as a predictor of uterine cancer status rather than incident uterine cancer.
42332468 | 2026-06-19 | first | S1-NOT-DIRECT | Alcohol | Breast cancer | Alcohol is included only as an adjustment covariate in a study whose primary exposure is the platelet-to-lymphocyte ratio.
42334042 | 2026-06-23 | first | S1-NOT-DIRECT | Leucine | Breast cancer | Leucine formation is used to profile metabolism in breast cancer cells, with no breast cancer incidence or risk analysis.
42334042 | 2026-06-23 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate is mentioned only as a conventional metabolic imaging probe and is not studied as a breast cancer risk exposure.
42335568 | 2026-06-19 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is only part of the name poly(ADP-ribose) polymerase inhibitors in a review of treatment for progressive gynecologic cancers.
42335889 | 2026-07-02 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The ribose match occurs only within poly(ADP-ribose) polymerase terminology, while the study concerns tumor HRD and BRCA variant classification rather than dietary ribose and ovarian cancer incidence.
42336031 | 2026-06-23 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid is used as a targeting component in an experimental breast cancer drug-delivery system, not studied as an exposure associated with breast cancer incidence.
42337879 | 2026-06-23 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | Pyruvate is measured only as a marker of glycolysis during experimental breast cancer treatment and is not evaluated as an exposure affecting breast cancer risk.
42338758 | 2026-06-01 | first | S1-NOT-DIRECT | Pyruvate | Breast cancer | The article targets pyruvate carboxylase in an experimental breast cancer therapy and does not study pyruvate exposure in relation to breast cancer incidence.
42339129 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The apparent ribose match derives from PARP inhibitor drug terminology in an ovarian cancer maintenance-therapy study, with no dietary ribose incidence question.
42340556 | 2026-06-24 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | Vitamin D is evaluated only as a prognostic marker for progression-free survival among patients with established metastatic breast cancer, not for incident breast cancer.
42342139 | 2026-06-24 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within poly(ADP-ribose) polymerase inhibitor terminology in a review of breast cancer prognosis and treatment.
42342724 | 2026-06-24 | first | S1-NOT-DIRECT | Folic acid | Breast cancer | Folic acid functionalizes nanoparticles for targeted breast cancer treatment and is not investigated as a nutritional exposure associated with incidence.
42342993 | 2026-06-24 | first | S1-NOT-DIRECT | Zinc | Breast cancer | The study examines the cytotoxic therapeutic potential of zinc-based nanoparticles against existing breast cancer cells rather than zinc exposure and breast cancer risk.
42343699 | 2026-06-24 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | Ribose is mentioned only as part of PARP inhibitor nomenclature in a study of ovarian cancer maintenance treatment and outcomes.
42343901 | 2026 | first | S1-NOT-DIRECT | Copper | Ovarian cancer | Copper homeostasis is discussed mechanistically in relation to cisplatin resistance in established ovarian cancer, with no incident-cancer risk question.
42343901 | 2026 | first | S1-NOT-DIRECT | Iron | Ovarian cancer | Iron metabolism is discussed mechanistically in relation to cisplatin resistance in established ovarian cancer, with no incident-cancer risk question.
42344611 | 2026 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The ribose term occurs only within PARP inhibitor nomenclature in a case report about an adverse effect of ovarian-type cancer maintenance therapy.
42344925 | 2026 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium homeostasis is discussed in a cardiac hypertrophy mechanism and is not connected to breast cancer incidence or risk.
42345168 | 2026-06-01 | first | S1-NOT-DIRECT | Melatonin | Uterine cancer | The study concerns melatonin receptors in benign uterine leiomyomas rather than the incidence or development of uterine cancer.
42346699 | 2026-06-22 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is a component and released ion of an experimental nanocarrier for treating established breast tumors, not a nutritional exposure studied for breast cancer incidence.
42346699 | 2026-06-22 | first | S1-NOT-DIRECT | Zinc | Breast cancer | Zinc is incorporated into an experimental nanocarrier for treating established breast tumors, not studied as a nutritional exposure associated with breast cancer incidence.
42348196 | 2026-06-25 | first | S1-NOT-DIRECT | Ribose | Ovarian cancer | The ribose match is confined to PARP inhibitor terminology in a study of long-term treatment outcomes among patients with recurrent ovarian cancer.
42349734 | 2026-06-25 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Intracellular calcium signaling is a mechanistic treatment finding in existing breast tumors, not a calcium exposure and incidence question.
42350063 | 2026-06-25 | first | S1-NOT-DIRECT | Vitamin D | Breast cancer | The title links vitamin D deficiency to postoperative pain after breast cancer surgery, not to breast cancer incidence or risk.
42351637 | 2026-05-27 | first | S1-NOT-DIRECT | Quercetin | Uterine cancer | The review addresses quercetin's potential therapeutic effects on established endometrial cancer and other uterine conditions rather than uterine cancer incidence.
42351676 | 2026-05-30 | first | S1-NOT-DIRECT | Quercetin | Ovarian cancer | The study tests quercetin as an adjunct treatment in ovarian cancer cells and does not investigate ovarian cancer incidence or risk.
42352483 | 2026-06-16 | first | S1-NOT-DIRECT | Ribose | Breast cancer | Ribose appears only within PARP terminology, and the article concerns treatment of metastatic prostate cancer rather than breast cancer incidence.
42353218 | 2026-06-18 | first | S1-NOT-DIRECT | Aloe vera | Breast cancer | The study tests Aloe vera-derived aloin as a cytotoxic treatment in established breast cancer cells without an incident-cancer question.
42353259 | 2026-06-19 | first | S1-NOT-DIRECT | Calcium | Breast cancer | Calcium is mentioned only as part of vitamin D's role in calcium homeostasis and is not evaluated as a breast cancer risk exposure.
42353259 | 2026-06-19 | first | S1-NOT-DIRECT | Calcium | Ovarian cancer | Calcium is incidental to the discussion of vitamin D, and ovarian cancer is not specifically studied.
