Unsaved PubMed candidates before relevance screening
====================================================
PMID | Published date | Candidate contexts | Title
42356551 | 2026-06-13 | Pomegranate / Breast cancer / Incidence; Quercetin / Breast cancer / Incidence | Phytochemicals from Agro-Industrial By-Products for Breast Cancer Prevention and Therapy: Molecular Mechanisms and Circular Bioeconomy Perspective.
42357307 | 2026-06-01 | Iron / Breast cancer / Incidence | Versatile SI-ATRP Growth of Methacrylate Brushes on Superparamagnetic Iron Oxide Nanoparticles Enables Methotrexate-Mediated Antineoplastic Activity in MCF-7 Cells.
42357486 | 2026-06-14 | Zinc / Ovarian cancer / Incidence | BNC2 in Development and Disease: Regulatory Mechanisms and Translational Implications.
42358531 | 2026 | Ribose / Breast cancer / Incidence | Reduced DPP9 levels sensitize experimental breast tumors to combinatory treatment with irradiation and Olaparib.
42358794 | 2026-06-22 | Calcium / Breast cancer / Incidence; Fluoride / Breast cancer / Incidence | Scalable Synthesis of Calcium Fluoride Nanoparticles as a Novel Ultrasound Contrast Agent for Imaging Tumor Targeted Delivery of Therapeutics.
42358828 | 2026 | Ribose / Breast cancer / Incidence; Ribose / Ovarian cancer / Incidence | Progression-Free Survival with PARP Inhibitors According to Clinical Risk in Patients with Ovarian Cancer: An Indirect Comparison Using Reconstructed Data.
42359282 | 2026 | Calcium / Breast cancer / Incidence | Genetic disruption of <i>Capns1</i> impairs metastatic phenotypes in murine mammary carcinoma cells.
42359336 | 2026 | Alcohol / Breast cancer / Incidence | Risk Factors and Prognosis Analysis of Infiltrating Micropapillary Carcinoma of Breast: A Retrospective Study.
42359677 | 2026-06-26 | Nitric oxide / Breast cancer / Incidence | [Retracted] Honokiol, a phytochemical from <i>Magnolia spp.</i>, inhibits breast cancer cell migration by targeting nitric oxide and cyclooxygenase‑2.
42360283 | 2026-07-15 | Gelatin / Breast cancer / Incidence | A 3D-bioprinted hydrogel platform with tunable matrix stiffness reveals mechanical adaptation and doxorubicin resistance in triple-negative breast cancer.
42360584 | 2026-06-26 | Alcohol / Ovarian cancer / Incidence | Total synthesis of the proposed menominin A and its stereoisomers: identification of a highly potent isomer (1a) against RM-1 prostate cancer cells.
42360658 | 2026-06-26 | Calcium / Breast cancer / Incidence | Investigating the Impact of Calcium Channel Blockers on the Pharmacokinetics of Lapatinib: Possible Role of Cytochrome P450 Enzymes and P-glycoprotein Efflux Transporters.
42360712 | 2026-06-26 | Chromium / Breast cancer / Incidence; Selenium / Breast cancer / Incidence | The Cancer Metallome Continuum: A Framework for Understanding Metal Dysregulation from Carcinogenesis to Therapeutic Resistance.
42360787 | 2026-07-20 | Gelatin / Ovarian cancer / Incidence | 3D Bioprinting of High-Grade Serous Ovarian Cancer Cells: Workflow for Gelatin-Based Bioink Formulation with Hyaluronic Acid and Printability Assessment.
42362076 | 2026-06-26 | Ribose / Ovarian cancer / Incidence | Beyond the "cold" barrier: Redefining the clinical paradigm of immune checkpoint inhibitor therapy in ovarian cancer.
42362185 | 2026-06-26 | Red meat / Breast cancer / Incidence | Comparison between adherence to recurrence prevention recommendations, the anti-inflammatory diet, and the planetary health diet among breast cancer survivors.
42362262 | 2026-07-01 | Ribose / Ovarian cancer / Incidence | Evaluating homologous recombination status and the efficacy/safety of PARP inhibitors in advanced epithelial ovarianl cancer: A single-institute preliminary experience.
42362642 | 2026-06-26 | Ribose / Breast cancer / Incidence | Clinicopathological features, immunophenotyping, and immunohistochemical biomarkers associated with germline BRCA1/2 variants in breast cancer: a retrospective cohort of 265 patients.
42363471 | 2026-06-26 | Alcohol / Breast cancer / Incidence | The impact of dietary inflammation index on gynecological and breast cancer risk in adult smoking women in the United States: A cross-sectional study based on NHANES data from 2007 to 2020.
42363575 | 2026-07-01 | Pyruvate / Uterine cancer / Incidence | LKB1 attenuates the transport activity of GLUT1 by regulating the alternative splicing of PKM1/PKM2 in cervical cancer.
42364001 | 2026-06-27 | Glutamine / Ovarian cancer / Incidence | Metabolic reprogramming regulates macrophage polarization to impact ovarian cancer progression.
42364582 | 2026-06-25 | Copper / Breast cancer / Incidence | Experimentally validated dual-band GHz metamaterial perfect absorber biosensor with negative-index response and AI-assisted electromagnetic analysis for breast cancer dielectric discrimination.
42365697 | 2026-06-18 | Ribose / Ovarian cancer / Incidence | Micellar curcumol reprograms tumor-associated macrophages and reverses PARP inhibitor resistance in recurrent ovarian cancer.
42367125 | 2026-06-24 | Iron / Breast cancer / Incidence | Ferritinophagy-Related Genes in Breast Cancer: Insights from Multi-Omics Analysis.
42368563 | 2026-06-01 | Astragalus / Breast cancer / Incidence | Astragalus-derived nano-agonist potentiates chemotherapy by reducing tumor-suppressive macrophages.
42368568 | 2026-06-01 | Manganese / Breast cancer / Incidence | Development of bacterial sonosensitizer hybrid systems to enhance cancer sono-immunotherapy.
42368712 | 2026-06-11 | Nitric oxide / Breast cancer / Incidence | Advancing photocytotoxicity evaluation of nitric oxide derivative-ruthenium complex in 3D biofabricated breast cancer models.
42369705 | 2026-05-20 | Copper / Ovarian cancer / Incidence | [The Role of Cuproptosis Related Key Genes in Ovarian Cancer and the Construction of a Prognostic Model].
42369821 | 2026 | Alcohol / Ovarian cancer / Incidence; Magnesium / Ovarian cancer / Incidence | Global Burden of Ovarian Cancer and Causal Risk Factors from 1990 to 2021: An Integrated GBD and Mendelian Randomization Analysis.
42370018 | 2026-06-01 | Antioxidants / Breast cancer / Incidence; Selenium / Breast cancer / Incidence | Surface-Engineered Selenium Nanoparticles with L-Asparagine and Tartaric Acid: Therapeutic Efficacy Against Breast Cancer and Bacterial Infections.
42370136 | 2026 | Nitric oxide / Breast cancer / Incidence | L-arginine metabolism in breast cancer: mechanisms and therapeutic targets.
42370166 | 2026 | Green tea / Breast cancer / Incidence; Tea / Breast cancer / Incidence | Epigallocatechin-3-gallate suppressed breast oncogenesis via the miR-27a/Wnt/β-catenin pathway axis.
42371356 | 2026-06-29 | Copper / Breast cancer / Incidence | <sup>64</sup>Cu Hypoxia Imaging Radiotracer Targeting the Human Copper Transporter.
42371677 | 2026-06-29 | Iron / Breast cancer / Incidence | Repurposing nitazoxanide as a novel ferroptosis inducer for triple-negative breast cancer via dual disruption of iron homeostasis and the β-catenin/GPX4 axis.
42372628 | 2026-06-23 | Pyruvate / Ovarian cancer / Incidence | Coumarin-sulfonamide hybrids as PKM2 activators induce metabolic reprogramming and suppress ovarian cancer cell growth.
42373216 | 2026-07-12 | Berberine / Breast cancer / Incidence | Berberine hydrochloride induces apoptosis in triple-negative breast cancer cells through modulation of the sirtuin/p65 signalling axis.
42373230 | 2026 | Glutamine / Breast cancer / Incidence; Pyruvate / Breast cancer / Incidence | Glucose and Glutamine Define Independent Activation-Braking Metabolic States in Triple Negative Breast Cancer Cells.
42373282 | 2026-07-01 | Leucine / Uterine cancer / Incidence | Targeting the LRIG2-PI3K/AKT/mTOR Axis to Induce Apoptosis: A Novel Antitumor Mechanism of Verbascoside in Endometrial Cancer Cells.
42374476 | 2026-06-29 | Alcohol / Ovarian cancer / Incidence | Targeting AIF to trigger RIPKs/MLKL necroptosis: a disulfiram-based strategy to reverse paclitaxel resistance in ovarian cancer.
42374973 | 2026-07-17 | Copper / Breast cancer / Incidence | Metal- and Redox-Dependent Oxytocin Species Differentially Regulate Invasion and Migration in Triple-Negative Breast Cancer.
42375202 | 2026 | Lactobacillus / Breast cancer / Incidence | Vaginal microbiota and genitourinary syndrome of menopause in premenopausal breast cancer patients receiving endocrine therapy: a longitudinal cohort study protocol.
42375548 | 2026 | Rhodiola / Breast cancer / Incidence | Salidroside-Based Nanomedicines for Triple-Negative Breast Cancer: From Molecular Mechanisms to Clinical Translation.
42375602 | 2026 | Turmeric / Breast cancer / Incidence | Mechanism of zedoary turmeric oil multi-components targeting S100A14 to reprogram astrocytes against tumor brain metastasis.
42376245 | 2026-06-19 | Manganese / Breast cancer / Incidence | Self-assembled manganese-based nanoplatforms synergizing immunogenic cell death and STING activation for triple-negative breast cancer.
42377770 | 2026-06-30 | Berberine / Breast cancer / Incidence | Berberine in breast cancer, a multi-targeted therapeutic agent from mechanisms to clinical translation.
42378639 | 2026-06-30 | Copper / Breast cancer / Incidence | NIR-II Light-Triggered Electron Flow Initiates Cuproptosis-Centered Thermoelectric-Immunotherapy for Breast Cancer.
42378651 | 2026-07-01 | Iron / Breast cancer / Incidence | Covalent Inhibition of SHMT2 by Gambogic Acid Induces Ferroptosis Through Mitochondrial Collapse in Triple-Negative Breast Cancer.
42378809 | 2026-06-24 | Choline / Breast cancer / Incidence | The added value of 3.0 T quantitative multivoxel proton <sup>1</sup>H-MR spectroscopy in the diagnostic work-up of breast lesions.
42379648 | 2026-06-30 | Vitamin D / Breast cancer / Incidence | Author's reply to: "Interpreting the link between vitamin D deficiency and postoperative pain after breast cancer surgery".
42379761 | 2026 | Alcohol / Uterine cancer / Incidence | Olanzapine Use and Vomiting Incidence in Chemotherapy-receiving Patients With Cervical Cancer: Multicenter Post Hoc Analysis.
42380372 | 2026-06-30 | Alcohol / Uterine cancer / Incidence | Factors associated with cervical cancer screening in the South African demographic and health survey.
42380373 | 2026-06-30 | Nitric oxide / Breast cancer / Incidence | Scutellaria baicalensis root-derived silver nanoparticles for enhanced Baicalin's biological activities to inhibit breast cancer cells.
42380684 | 2026-07-01 | Creatine / Breast cancer / Incidence | CDK4/6 inhibitor-statin interaction and rhabdomyolysis in breast cancer treatment: a case-based systematic review.
42380894 | 2026-06-30 | Alcohol / Breast cancer / Incidence | Leveraging primary care data to understand military veteran health in England: feasibility study and matched-control comparison of recorded conditions.
42382318 | 2026 | Alcohol / Breast cancer / Incidence | Exploratory identification of candidate biomarkers and molecular contributors to paclitaxel-induced peripheral neuropathy in patients with breast cancer through proteomic analysis.
42382612 | 2026 | Calcium / Ovarian cancer / Incidence | Patient Selection Metrics and Efficacy of Neoadjuvant Chemotherapy in Advanced Epithelial Ovarian Cancer: A Retrospective Analysis.
42382717 | 2026-06-18 | Manganese / Breast cancer / Incidence | Programming Mn(II) coordination in self-assembling peptides amplifies mtDNA-driven STING signaling for potent antitumor immunity.
42382936 | 2026 | Alcohol / Breast cancer / Incidence | Philippine Clinical Practice Guidelines for Periodic Health Examination: Screening for Neoplastic Diseases.
42384382 | 2026-07-01 | Alcohol / Breast cancer / Incidence | Breast Cancer Survival in Asian American Patients.
42384634 | 2026 | Calcium / Breast cancer / Incidence | Genetic regulatory axis between AGR2 and ESR1 promotes breast cancer progression.
42386920 | 2026-07-02 | Carnitine / Breast cancer / Incidence | Integrated metabolomic, cytotoxic, and computational investigation of Caralluma tuberculata extract in breast cancer cells.
42388720 | 2026-06-20 | Vitamin B12 / Ovarian cancer / Incidence; Vitamin C / Ovarian cancer / Incidence | Utility of preoperative outcomes of nutritional evaluation in patients with newly diagnosed ovarian cancer.
42389358 | 2026 | Ribose / Ovarian cancer / Incidence | Recurrence after Long-Term Use of Poly ADP-Ribose Polymerase Inhibitors Triggered by Therapy-Related Myeloid Neoplasms: A Case Report.
42389698 | 2026 | Alcohol / Uterine cancer / Incidence | Association of adherence to the EAT-Lancet diet and risk of uterine cancer: a prospective cohort from the UK Biobank.
42390305 | 2026-07-30 | Folic acid / Breast cancer / Incidence | Bio-conjugated ultrabright fluorescent nanoparticles for targeted cancer-cell imaging: independent size control and brightness.
42390770 | 2026-07-02 | Ribose / Breast cancer / Incidence | Decoding PARP roles in breast cancer therapy resistance.
42391799 | 2026-06-06 | Ribose / Uterine cancer / Incidence | Poly(adenosine diphosphate-ribose) polymerase inhibitor maintenance therapy with niraparib in patients with primary advanced or recurrent endometrial cancer receiving dostarlimab plus chemotherapy.
42392199 | 2026-07-02 | Vitamin D / Breast cancer / Incidence | Corrigendum to: Vitamin D status and breast cancer in Saudi Arabian women: case-control study [Am J Clin Nutr 98 (2013) 105-110].
42393603 | 2026-07-02 | Alcohol / Breast cancer / Incidence | Early-onset cancer and modifiable risk: quantifying the combined impact of excess body weight and alcohol on breast and colorectal cancer in Italy (18-34 years).
42393719 | 2026-07-02 | Copper / Breast cancer / Incidence | Nano-hydrogel-based delivery system for dihydroartemisinin to enhance cuproptosis and synergize with anti-PD-1 therapy in triple-negative breast cancer.
42393874 | 2026-07-01 | Ribose / Breast cancer / Incidence | PROTAC-Mediated Targeting of PARP via CRBN: Mechanistic Insights, Resistance Challenges, and Therapeutic Advancements.
42394708 | 2026 | Glutamine / Breast cancer / Incidence | The multifaceted roles of mitochondria and their therapeutic transformation: a new perspective on triple-negative breast cancer treatment.
42394905 | 2026-07-01 | Gelatin / Breast cancer / Incidence | Dynamic pillar-perfusion platform for screening enzyme-induced self-assembling peptide therapeutics in 3D breast cancer spheroids.
42395500 | 2026-06-23 | Ribose / Breast cancer / Incidence | Optimizing transcriptome-based synthetic lethality predictions to improve targeted therapy / immunotherapy treatment prioritization in non-metastatic breast cancer: BC-SELECT.
42397738 | 2026-07-28 | Glutamine / Breast cancer / Incidence | Complex I drives glutamine-dependent TCA cycle to support viability of MYC<sup>high</sup> breast cancer cells.
42397796 | 2026-07-15 | Ribose / Ovarian cancer / Incidence; Ribose / Uterine cancer / Incidence | Maintenance therapy in gynecologic malignancies: Current and future state.
42398875 | 2026-07-01 | Chitosan / Breast cancer / Incidence | Fluvastatin-loaded chitosan-coated transfersomes for tumor-targeted nanotheranostics: Optimization, in-vitro cytotoxicity, and in-vivo radiokinetic evaluation.
42399344 | 2026-07-03 | Selenium / Breast cancer / Incidence | Biogenic synthesis of silver-selenium nanoparticles using Cuminum cyminum L.: environmental and biological activities.
42399366 | 2026-07-03 | Calcium / Breast cancer / Incidence | Untargeted metabolomics and network pharmacology unveil AKT1 inhibition by Kanchanara Guggulu in triple-negative breast cancer.
42400744 | 2026-07-04 | Copper / Breast cancer / Incidence; Iron / Breast cancer / Incidence | Application of metal-based nanoparticles in targeted drug delivery to breast cancer stem cells.
42401167 | 2026-07-01 | Ribose / Breast cancer / Incidence | New functionalized silica nanoparticles (SiNPs) as a potential daunorubicin delivery platform: an in vitro proof-of-concept evaluation.
42401541 | 2026-07-04 | Iron / Breast cancer / Incidence | Unlocking the ferroptotic window: Lipidomic rewiring and metabolic addiction in EMT-driven breast cancer resistance.
42401578 | 2026-07-04 | Ribose / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | ZNF689 loss impairs homologous recombination sensitizing triple-negative breast cancer to combined PARP and PD-L1 inhibition.
42401951 | 2026-07-04 | Coenzyme Q10 / Breast cancer / Incidence | Coenzyme Q10 as an adjunctive strategy to reduce paclitaxel-induced toxicities in breast cancer: a randomized controlled trial.
42402487 | 2026-07-06 | Calcium / Breast cancer / Incidence | Reduced expression of N-methyl-D-aspartate receptor and calcium signaling genes in gray matter is associated with cancer-related cognitive impairment.
42403972 | 2026 | Resveratrol / Breast cancer / Incidence | Comparative evaluation of curcumin and resveratrol in breast cancer: network pharmacology, molecular docking, and in-vitro radio-modulating validation in MDA-MB-231 cells.
42404891 | 2026 | Ribose / Ovarian cancer / Incidence | Proteasome inhibition induces a BRCAness-like state and sensitises HR-proficient ovarian cancer models to PARP inhibitors.
42406729 | 2026 | Copper / Breast cancer / Incidence | A triple-band terahertz metamaterial perfect absorber for biomedical applications and biomarker detection.
42407367 | 2026-07-01 | Alcohol / Breast cancer / Incidence | Absorption, metabolism, and excretion of single dose oral [<sup>14</sup>C]camizestrant in healthy human female participants.
42409323 | 2026-07-06 | Iron / Breast cancer / Incidence | CD55 glycosylation promotes ferroptotic stress tolerance in CD55-high triple-negative breast cancer.
42411224 | 2026-07-06 | Quercetin / Breast cancer / Incidence; Resveratrol / Breast cancer / Incidence | Recent Developments in Common Dietary Phytoconstituents: Insights into Structure-activity Relationship and Anti-breast Cancer Activity.
42411355 | 2026-07-07 | Ribose / Ovarian cancer / Incidence | Association Between Prior PARP Inhibitor Maintenance Therapy and Myelosuppression During Subsequent Chemotherapy in Ovarian Cancer.
42411520 | 2026-06-28 | Iodine / Ovarian cancer / Incidence | An Extremely Rare Case of a Follicular Thyroid Cancer Metastasis to the Ovary: A Case Report.
42412555 | 2026-07-07 | Ribose / Ovarian cancer / Incidence | PTEN deficiency confers sensitivity to ATR inhibitor-based treatment in high-grade serous ovarian cancer.
42413185 | 2026-07-04 | Ribose / Breast cancer / Incidence | Bimetallic Anilinopyridinate ruthenium(II,III) complexes: Synthesis, characterisation, and in vitro selective cytotoxicity towards MCF-7 breast cancer cells.
42414353 | 2026-07-07 | Chitosan / Breast cancer / Incidence | MIL-100(Fe)-Magnetite-Chitosan nanocomposite for targeted EPR delivery: synthesis, characterization, and DFT insights.
42414431 | 2026-07-07 | Lactobacillus / Breast cancer / Incidence | Longitudinal vaginal microbiomes and quality-of-life patterns during tamoxifen therapy in breast cancer: a pilot study.
42414938 | 2026-07-07 | Carnitine / Ovarian cancer / Incidence | PLIN1 restoration modulates lipid reprogramming and impedes tumor growth in ovarian cancer.
42415125 | 2026-07-07 | Copper / Breast cancer / Incidence | Glutathione-depleting self-immolative nanoparticles boost cuproptosis-driven metalloimmunotherapy for triple-negative breast cancer.
42415493 | 2026-07-01 | Gelatin / Breast cancer / Incidence | Microfluidic Biofabrication of a Hydrogel Vessel-Like Structure for Interrogating Tumor Cell Propagation in a Breast Cancer-on-a-Chip Model.
42415857 | 2026 | Antioxidants / Breast cancer / Incidence; Resveratrol / Breast cancer / Incidence | Oxidative stress and antioxidants in breast cancer: a double-edged sword.
42416109 | 2026-07-06 | Zinc / Breast cancer / Incidence | Photocatalytic and anticancer potentials of green-synthesized neodymium-doped zinc oxide nanoparticles.
42416715 | 2026-07-07 | Copper / Breast cancer / Incidence | An effective photothermally active titanium-copper nanocomposite for breast cancer therapy.
42416828 | 2026 | Ribose / Ovarian cancer / Incidence; Vitamin D / Ovarian cancer / Incidence | Adverse events associated with targeted therapy and immunotherapy for ovarian cancer: a FAERS pharmacovigilance study.
42417071 | 2026-07-08 | Alcohol / Breast cancer / Incidence | Global Geospatial Trends in Breast Cancer and Atrial Fibrillation/Flutter Among Older Women: Uncovering Shared Epidemiological Patterns and Etiological Links.
42417347 | 2026-03-01 | Choline / Uterine cancer / Incidence | [Clinical digitalization of visual manifestations of late radiation cystitis (pilot study)].
42418014 | 2026-07-08 | Betaine / Ovarian cancer / Incidence; Carnitine / Ovarian cancer / Incidence; Choline / Ovarian cancer / Incidence | Plasma trimethylamine N-oxide and related metabolites and overall survival of high-grade serous ovarian cancer: a nested case-control study.
42418070 | 2026-07-08 | Glutamine / Ovarian cancer / Incidence | Multi-omics profiling reveals LncRNA ENSG00000253374 as a regulator of GLS-mediated cuproptosis and platinum resistance in ovarian cancer.
42418320 | 2026-07-28 | BCAAs / Breast cancer / Incidence | Distinct metabolic dependency on BCAA defines cancer stemness and malignancy in human triple-negative breast cancer.
42418892 | 2026-06-04 | Ribose / Ovarian cancer / Incidence | Impact of neoadjuvant chemotherapy on homologous recombination deficiency test results in patients with advanced high-grade serous ovarian cancer.
42419314 | 2026-06-01 | Ribose / Ovarian cancer / Incidence; Ribose / Uterine cancer / Incidence | Role of Genetics in Gynecologic Malignancies.
42419545 | 2026-07-08 | Astragalus / Breast cancer / Incidence | Astragalus polysaccharide-based thermoresponsive hydrogel loaded with β-elemene nanoemulsion in combination with anti-PD-L1 therapy for triple-negative breast cancer.
42420014 | 2026-07-01 | Alcohol / Breast cancer / Incidence | Alcohol Intake and Health Study: No Protective Effect at Low Levels, With Mortality Increasing to 1 in 25 at 14 Drinks Per Week.
42420426 | 2026-07-08 | Ribose / Ovarian cancer / Incidence | Investigation in the selective targeting of homologous recombination-deficient cells by benzophenanthridine alkaloid nitidine.
42421016 | 2026-07-08 | Calcium / Breast cancer / Incidence | Targeting mitochondrial-ER homeostasis via autophagy inhibition with celastrol-based nanotherapy for triple-negative breast cancer.
42421228 | 2026-07-08 | Probiotics / Breast cancer / Incidence | Modulation of the response to immunotherapy in triple-negative breast cancer: the role of the microbiota and microbial metabolites in the tumor microenvironment.
42422225 | 2026-06-29 | Iron / Breast cancer / Incidence | ARID3A knockdown facilitates ferroptosis partly through modulation of the PTEN/Akt pathway in breast cancer.
42422286 | 2026-07-08 | Copper / Breast cancer / Incidence | Design, synthesis, and biomedical evaluation of Ag/Cu bimetallic MOFs for controlled drug delivery and synergistic therapeutic applications.
42423132 | 2026-07-01 | Chitosan / Breast cancer / Incidence | pH-Sensitive Cationic Liposomes for Oridonin and siRNA Co-Delivery to Inhibit Triple-Negative Breast Cancer.
42423461 | 2026-07-09 | N-acetylcysteine / Breast cancer / Incidence | Obesity and Age Elevate Tissue-Resident Microbiota Akkermansia muciniphila to Induce Oxidative Stress and Promote Breast Cancer Risk.
42423754 | 2026-07-09 | Nitric oxide / Breast cancer / Incidence | COX-2- and IDO-associated immunomodulatory functions of stage II carcinoma-associated fibroblasts in breast cancer.
42424934 | 2026-07-08 | Iron / Breast cancer / Incidence | Calycosin triggers ferroptosis through modulation of the OTUD6B/GPX4 axis to suppress triple-negative breast cancer.
42425937 | 2026-07-09 | Iron / Breast cancer / Incidence | SLC22A3 regulates ferroptosis in the mesenchymal subtype of triple-negative breast cancer by modulating histone H3K4 serotonylation.
42427395 | 2026-07-09 | Iron / Breast cancer / Incidence | A concise and practical route to Gedatolisib <i>via</i> a continuous-flow Kumada coupling reaction.
42427411 | 2026-07-09 | Phosphorus / Breast cancer / Incidence | Sialic acid-modified phosphorene for low-necrosis and targeted drug delivery in breast cancer.
42428225 | 2026-06-01 | Alcohol / Breast cancer / Incidence | Association of Systemic Inflammatory Indices With Breast Cancer: A Cross-Sectional Analysis of National Health and Nutrition Examination Survey (NHANES) Data.
42428454 | 2026 | Ribose / Uterine cancer / Incidence | Forty-month durable partial response with well-tolerated olaparib maintenance in a 92-year-old patient with <i>BRCA2</i>-mutated uterine serous carcinoma: a case report.
42428894 | 2026-07-07 | Iron / Breast cancer / Incidence; Manganese / Breast cancer / Incidence | Evaluation of <sup>89</sup>Zr-DFO Functionalized Manganese-Iron Oxide Core-Shell Nanoparticles as a HER2-Targeted Multimodal Imaging Candidate Nanoplatform.
42429424 | 2026-06-25 | Ribose / Ovarian cancer / Incidence | Immunohistochemical and molecular diagnostics tailoring personalised ovarian cancer therapy.
42430037 | 2026-07-10 | Ribose / Ovarian cancer / Incidence | RMI2 knockdown suppresses ovarian cancer cell growth by impairing DNA damage repair via the ATR/CHK1 signaling pathway.
42430838 | 2026-07-10 | Nitric oxide / Breast cancer / Incidence | DDAH1 and DDAH2 drive vasculogenic mimicry and more aggressive phenotypes in triple negative breast cancer cells.
42431118 | 2026-07-08 | Choline / Breast cancer / Incidence | Machine learning-optimized charge transfer nanocrystals for synergistic NIR photothermal therapy, ferroptosis, and electrochemical detection of breast cancer.
42432305 | 2026-07-10 | Lactobacillus / Ovarian cancer / Incidence | Characterizing the composition and diversity of the vaginal microbiome in ovarian cancer.
42434172 | 2026-07-05 | Tea / Breast cancer / Incidence | Molecular dynamics and predictive toxicity insights into theaflavin as a potential inhibitor of MMP-2 and MMP-9 in breast cancer.
42434432 | 2026 | Alcohol / Breast cancer / Incidence | Efficacy and tolerability of scalp cooling in preventing alopecia during (neo)adjuvant chemotherapy for breast cancer.
42435644 | 2026-06-19 | Ribose / Ovarian cancer / Incidence | Intermittent olaparib with neoadjuvant platinum-based chemotherapy in BRCA-mutated un-resectable ovarian cancer: the NUVOLA trial.
42435952 | 2026-07-11 | Calcium / Breast cancer / Incidence | TROP-2 in solid tumors: From oncogenic driver to therapeutic target with antibody-drug conjugates.
42436149 | 2026-07-11 | Pyruvate / Breast cancer / Incidence | ENO2 sustains cancer stemness and metastatic competence through a phosphoenolpyruvate-dependent metabolic axis in triple-negative breast cancer.
42436291 | 2026-07-11 | Lactobacillus / Breast cancer / Incidence; Probiotics / Breast cancer / Incidence | Lactobacillus reuteri lozenges and chemotherapy-induced oral mucositis in breast cancer outpatients: an exploratory randomized controlled trial.
42436868 | 2026-06-29 | Folic acid / Breast cancer / Incidence | ROS-Activatable "off-on" Fluorescent Prodrug Loaded Micelles for Targeted Therapy and in Situ Imaging of Breast Cancer Cells.
42437977 | 2026-07-01 | Iron / Breast cancer / Incidence | Non-canonical function of transferrin receptor-1 promotes breast cancer metastasis by activating HCK‒STAT3‒MMP9 signalling.
42438373 | 2026-07-23 | Copper / Ovarian cancer / Incidence | Copper(II)-Mediated Mitochondria-Targeting in Cancer Cells.
42439200 | 2026-07-13 | Alcohol / Uterine cancer / Incidence | Prognostic Role of TP53 and ARID1A Mutations in Alcohol-Consuming Patients With Uterine Endometrioid Carcinoma.
42439329 | 2026-07-07 | Ribose / Ovarian cancer / Incidence | Comparative Efficacy of Poly-ADP-Ribose Polymerase Inhibitors (Parpis) in the Treatment of Advanced Ovarian Cancer in Younger and Elderly Patients: A Systematic Review and Meta-Analysis.
42440363 | 2026-07-13 | Creatine / Breast cancer / Incidence | Avutometinib, Abemaciclib, and Fulvestrant in Patients with HR+/HER2- Metastatic Breast Cancer Previously Treated with CDK4/6 Inhibitor: A Single-Arm Phase I Trial.
42440872 | 2026-07-29 | Iron / Breast cancer / Incidence | Targeting breast cancer with 1,2,4-trioxanes: synthesis, cytotoxicity, and molecular docking insights.
42441830 | 2026-07-13 | Manganese / Breast cancer / Incidence; Zinc / Breast cancer / Incidence | Tumor-Microenvironment-Responsive Cell-Membrane-Coated Yolk-Shell Nanocomposites Enable Combination Therapy in Solid Tumors and Leukemia.
42442041 | 2026-07-13 | Ribose / Ovarian cancer / Incidence | The real-world utility of homologous repair deficiency testing in BRCA1/2 wild-type high-grade serous carcinoma and the utility of MYC amplification as a potential surrogate marker.
42442299 | 2026-07-10 | Turmeric / Breast cancer / Incidence | Turmeric-derived mesoporous carbon as a bioactive material: In vitro anticancer, antidiabetic, and anti-inflammatory evaluation.
42442848 | 2026-07-13 | Zinc / Breast cancer / Incidence | Fulminant paraneoplastic Ma2 (PNMA2) and zinc finger protein of the cerebellum 4 (ZIC4) antibody-positive encephalitis in triple-negative breast cancer treated with pembrolizumab.
42444226 | 2026-07-01 | Pyruvate / Ovarian cancer / Incidence | The role of reactive oxygen species metabolism-related genes in mediating cisplatin resistance in ovarian clear cell carcinoma.
42444693 | 2026-07-13 | Zinc / Breast cancer / Incidence | 2-Oxoindoline-based hydroxamic acids: novel HDAC inhibitors with promising anticancer activity.
42444835 | 2026 | Mistletoe / Breast cancer / Incidence | Systems approach to integrative oncology in breast cancer care: service design, delivery and patient experiences from a UK center.
42445016 | 2026-07-09 | Copper / Breast cancer / Incidence | Ligand-Engineered Cu(II) Complexes Suppress Stemness and Drug Resistance in Triple-Negative Breast Cancer.
42445414 | 2026-06-30 | Melatonin / Breast cancer / Incidence | Si Ni Powder enhances chemotherapy efficacy in sleep-deprived breast cancer via modulation of the tumor microenvironment.
42445556 | 2026 | Iron / Ovarian cancer / Incidence | Ferroptosis Signature Correlates with Ovarian Cancer Prognosis and Chemotherapy Response.
42446548 | 2026-07-01 | Iron / Breast cancer / Incidence | S1-4 aptamer-mediated iron oxide nanoparticles for targeted magnetic hyperthermia in MCF-7 breast cancer cells.
42446692 | 2026-02-01 | Quercetin / Breast cancer / Incidence | Advances in quercetin-based therapeutics for breast cancer: natural, synthetic, and nanotechnology-driven approaches.
42447383 | 2026-07-14 | Calcium / Breast cancer / Incidence | Use of Absorbable Antibiotic Delivery Beads in Implant-Based Breast Reconstruction.
42447938 | 2026-07-14 | Calcium / Breast cancer / Incidence | Exemestane chronic exposure induces cardiotoxicity by disrupting calcium homeostasis and endothelin pathway: Evidence from biochemical, radiological and histopathological analyses.
42448484 | 2026-07-14 | Gelatin / Breast cancer / Incidence | Does Color Doppler Twinkling Change Between Ultrasound Platform Generations? - A Comparison Using Breast Biopsy Markers.
